30,28,25,23,20,18,17,14,14,10,9,8,6,5,5,3,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,30,26,24,21,20,18,14,15,10,9,8,7,6,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,30,26,24,22,20,19,18,16,11,10,9,7,6,5,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,32,27,26,23,22,20,19,17,12,13,10,8,7,5,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,32,28,26,24,22,21,20,17,16,12,10,10,8,6,5,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,34,29,28,25,24,21,20,18,14,15,12,11,8,7,6,6,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,34,30,28,26,23,22,21,19,18,16,12,12,8,7,6,5,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,36,31,30,27,26,23,22,20,16,17,15,13,11,8,7,5,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,36,32,30,28,27,24,23,21,20,17,16,14,10,11,8,6,5,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,38,33,32,29,28,25,24,22,21,18,17,15,13,11,8,7,6,6,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,38,34,32,30,29,26,25,23,21,19,18,15,14,12,8,7,6,5,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,40,35,34,31,28,27,23,23,20,20,19,16,15,13,9,8,7,6,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,40,36,34,32,29,28,24,24,20,21,20,17,16,14,10,9,8,7,6,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,42,37,36,32,30,29,27,25,21,22,21,18,14,15,13,11,8,7,6,6,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,42,38,36,33,30,30,26,26,25,23,21,19,18,15,14,12,9,9,6,5,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,44,39,38,34,32,30,29,27,26,24,22,20,16,16,15,13,11,10,7,5,4,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,44,40,38,35,32,31,28,28,27,25,23,21,19,17,16,14,12,11,7,6,5,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,46,41,40,36,34,32,31,29,28,25,24,22,20,18,16,15,13,11,10,8,6,6,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,46,42,40,37,34,33,32,30,29,26,25,23,21,19,17,15,14,12,11,9,6,5,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,48,43,42,38,36,34,33,30,29,27,26,23,22,20,18,16,15,13,12,10,8,6,6,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,48,44,42,39,36,35,34,31,30,28,27,24,23,21,19,17,16,14,12,10,9,8,6,5,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
51,50,45,44,40,39,36,35,32,31,29,28,25,24,22,20,18,16,15,13,11,10,8,7,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
52,50,46,45,41,40,37,36,33,32,30,29,26,25,22,21,19,17,16,14,12,11,9,8,5,4,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
53,52,47,46,42,41,38,37,34,33,31,30,27,26,23,22,20,18,16,15,13,12,9,8,7,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54,52,48,47,43,42,39,38,35,34,31,30,28,27,24,23,20,19,17,16,13,12,10,9,8,5,5,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
55,54,49,48,44,42,40,39,36,35,32,31,29,28,25,24,21,20,18,16,14,13,11,10,8,7,5,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
56,54,50,49,44,44,40,40,37,36,33,32,30,28,26,25,22,21,19,17,15,14,12,11,9,8,5,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
57,56,51,50,46,45,41,40,38,37,34,33,31,29,27,25,23,22,20,18,16,15,13,12,10,8,7,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
58,56,52,51,47,46,42,41,39,38,35,34,32,30,28,26,24,23,20,19,17,16,13,12,10,9,8,5,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
59,58,53,52,48,47,42,42,39,38,36,35,32,31,29,27,25,24,21,20,18,16,14,12,11,9,8,7,5,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
60,58,54,53,49,48,44,43,40,39,37,36,33,32,29,28,26,24,22,21,19,17,15,13,12,11,9,8,5,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
